# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "E1_sample_longest_full_ORF_with_constructs.gff" "-o" "E1_counts.txt" "E1_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	E1_aln.bam
YNL339C_tx0	chrXIV	246	6123	-	5878	3
YNR001C_id002	chrXIV	629416	631268	-	1853	150
YNR001W-A_id001	chrXIV	631206	631806	+	601	1
YNR002C_id027	chrXIV	632860	634004	-	1145	7
YNR003C_id001	chrXIV	633872	635349	-	1478	67
YNR004W_id001	chrXIV	635466	636797	+	1332	11
YNR006W_id001	chrXIV	636924	639001	+	2078	33
YNR007C_id003	chrXIV	638879	640200	-	1322	26
YNR008W_id001	chrXIV	640341	642675	+	2335	15
YNR009W_id001	chrXIV	642146	643520	+	1375	14
YNR010W_id004	chrXIV	643658	644310	+	653	4
YNR011C_id001	chrXIV	644131	646968	-	2838	27
YNR012W_id002	chrXIV	647304	649016	+	1713	50
YNR013C_id001	chrXIV	648930	651809	-	2880	124
YNR014W_id003	chrXIV	652383	653272	+	890	50
YNR015W_id001	chrXIV	653353	654653	+	1301	30
YNR016C_tx0	chrXIV	654548	661399	-	6852	628
YNR017W_id001	chrXIV	662313	663828	+	1516	219
YNR018W_id001	chrXIV	663877	665070	+	1194	263
YNR019W_tx0	chrXIV	665314	667392	+	2079	8
YNR020C_tx0	chrXIV	667285	668247	-	963	31
YNR021W_id001	chrXIV	668350	670076	+	1727	210
YNR022C_id003	chrXIV	669669	670373	-	705	41
YNR023W_id002	chrXIV	670393	672241	+	1849	39
YNR024W_id001	chrXIV	672364	673164	+	801	36
YNR026C_id002	chrXIV	672931	674733	-	1803	69
YNR027W_id002	chrXIV	674729	676137	+	1409	50
YNR028W_id002	chrXIV	676106	677255	+	1150	38
YNR029C_id004	chrXIV	677015	678520	-	1506	37
YNR030W_id002	chrXIV	678732	680691	+	1960	100
YNR031C_tx0	chrXIV	680569	685458	-	4890	48
YNR032C-A_id001	chrXIV	686550	687496	-	947	30
YNR032W_id002	chrXIV	685866	687253	+	1388	23
YNR033W_id002	chrXIV	687367	690067	+	2701	32
YNR034W_id002	chrXIV	690194	691554	+	1361	17
YNR034W-A_id016	chrXIV	692376	692967	+	592	384
YNR035C_id002	chrXIV	692857	694088	-	1232	61
YNR036C_id001	chrXIV	694041	694832	-	792	4
YNR037C_id001	chrXIV	694861	695384	-	524	32
YNR038W_id001	chrXIV	695550	697632	+	2083	27
YNR039C_tx0	chrXIV	697489	699456	-	1968	15
YNR040W_id005	chrXIV	699690	700618	+	929	6
YNR041C_id003	chrXIV	700483	701749	-	1267	52
YNR043W_id003	chrXIV	701859	703609	+	1751	169
YNR044W_id002	chrXIV	703582	705951	+	2370	26
YNR045W_id003	chrXIV	706085	707715	+	1631	1
YNR046W_id001	chrXIV	706897	708337	+	1441	66
YNR047W_id001	chrXIV	708458	711463	+	3006	60
YNR048W_id002	chrXIV	711575	713048	+	1474	18
YNR049C_id001	chrXIV	712924	714641	-	1718	15
YNR050C_id001	chrXIV	713936	715935	-	2000	7
YNR051C_id002	chrXIV	716325	719068	-	2744	233
YNR052C_id002	chrXIV	719267	720779	-	1513	50
YNR053C_id002	chrXIV	720890	723166	-	2277	77
YNR054C_id001	chrXIV	723092	724333	-	1242	39
YNR055C_id003	chrXIV	728210	730644	-	2435	76
YNR056C_tx0	chrXIV	731493	733328	-	1836	0
YNR057C_id003	chrXIV	733267	734186	-	920	5
YNR058W_tx0	chrXIV	734266	735858	+	1593	5
YNR059W_id005	chrXIV	736696	738641	+	1946	16
YNR060W_tx0	chrXIV	739926	742235	+	2310	3
YNR061C_id002	chrXIV	742488	743632	-	1145	73
YNR064C_id008	chrXIV	748907	750019	-	1113	2
YNR067C_id002	chrXIV	755648	759145	-	3498	74
YNR068C_id002	chrXIV	759807	761046	-	1240	3
YNR069C_tx0	chrXIV	760998	762617	-	1620	2
YNR070W_tx0	chrXIV	765350	769501	+	4152	7
YNR072W_tx0	chrXIV	772632	774476	+	1845	0
YNR074C_id001	chrXIV	777519	778889	-	1371	3
YNR075W_tx0	chrXIV	779891	781165	+	1275	0
YNR076W_id002	chrXIV	780577	782416	+	1840	5
YOL001W_id002	chrXV	324853	326268	+	1416	11
YOL002C_id001	chrXV	323346	324650	-	1305	160
YOL003C_id002	chrXV	321678	323015	-	1338	31
YOL004W_tx0	chrXV	316913	321673	+	4761	116
YOL005C_id002	chrXV	315703	316461	-	759	74
YOL006C_id002	chrXV	312919	315550	-	2632	69
YOL007C_id006	chrXV	310856	312455	-	1600	23
YOL008W_id003	chrXV	310273	311138	+	866	12
YOL009C_id004	chrXV	309014	310206	-	1193	11
YOL010W_id002	chrXV	307883	309251	+	1369	13
YOL011W_id001	chrXV	304593	307689	+	3097	88
YOL012C_id001	chrXV	303419	304806	-	1388	217
YOL013C_id003	chrXV	301265	303186	-	1922	17
YOL014W_id003	chrXV	299472	300652	+	1181	12
YOL015W_tx0	chrXV	297053	298963	+	1911	5
YOL016C_id001	chrXV	294513	296221	-	1709	110
YOL017W_id002	chrXV	292442	294787	+	2346	10
YOL018C_id003	chrXV	290618	292144	-	1527	28
YOL019W_id003	chrXV	288743	290774	+	2032	31
YOL020W_id002	chrXV	286025	288085	+	2061	52
YOL021C_id001	chrXV	282302	285473	-	3172	71
YOL022C_id002	chrXV	280102	281528	-	1427	134
YOL023W_id001	chrXV	277874	280266	+	2393	12
YOL024W_id001	chrXV	277068	277647	+	580	2
YOL025W_id001	chrXV	274884	277072	+	2189	13
YOL026C_id001	chrXV	273711	274377	-	667	25
YOL027C_id002	chrXV	271773	273747	-	1975	125
YOL028C_tx0	chrXV	270508	271395	-	888	1
YOL029C_id001	chrXV	269706	271022	-	1317	20
YOL030W_id001	chrXV	267913	269797	+	1885	71
YOL031C_id002	chrXV	266122	267581	-	1460	19
YOL032W_id002	chrXV	265307	266254	+	948	48
YOL033W_id001	chrXV	263421	265239	+	1819	14
YOL034W_id001	chrXV	259896	263283	+	3388	33
YOL038C-A_id003	chrXV	254713	255108	-	396	2
YOL038W_id003	chrXV	255303	256673	+	1371	117
YOL039W_id001	chrXV	253063	254811	+	1749	2473
YOL040C_id002	chrXV	252811	253629	-	819	2566
YOL041C_id002	chrXV	251061	252705	-	1645	129
YOL042W_id002	chrXV	249598	251136	+	1539	16
YOL043C_id003	chrXV	248291	249638	-	1348	15
YOL044W_id001	chrXV	247078	248478	+	1401	16
YOL045W_tx0	chrXV	243472	246927	+	3456	33
YOL047C_tx0	chrXV	241489	242772	-	1284	0
YOL048C_id007	chrXV	240073	241389	-	1317	52
YOL049W_id001	chrXV	238540	240225	+	1686	273
YOL050C_id001	chrXV	237744	238338	-	595	0
YOL051W_tx0	chrXV	234915	238310	+	3396	17
YOL052C_id001	chrXV	232316	233791	-	1476	26
YOL052C-A_id011	chrXV	231294	231800	-	507	69
YOL053W_id001	chrXV	230069	231391	+	1323	11
YOL054W_id003	chrXV	228512	230004	+	1493	24
YOL055C_id001	chrXV	224361	226348	-	1988	8
YOL056W_id001	chrXV	223143	224349	+	1207	10
YOL057W_id001	chrXV	220703	223098	+	2396	62
YOL058W_id001	chrXV	219139	220684	+	1546	378
YOL059W_id002	chrXV	217082	218729	+	1648	84
YOL060C_id004	chrXV	213730	216194	-	2465	8
YOL061W_id002	chrXV	212208	213946	+	1739	94
YOL062C_id007	chrXV	210435	212015	-	1581	111
YOL063C_id001	chrXV	207334	210336	-	3003	11
YOL064C_id001	chrXV	205996	207268	-	1273	103
YOL065C_id001	chrXV	204421	205938	-	1518	3
YOL066C_id001	chrXV	202632	204807	-	2176	20
YOL067C_id001	chrXV	200933	202570	-	1638	0
YOL068C_id001	chrXV	200363	202509	-	2147	31
YOL069W_id001	chrXV	198925	200463	+	1539	12
YOL070C_id003	chrXV	197008	198741	-	1734	13
YOL071W_id001	chrXV	196380	197157	+	778	20
YOL072W_tx0	chrXV	194945	196462	+	1518	3
YOL073C_id002	chrXV	193742	194836	-	1095	31
YOL075C_tx0	chrXV	189533	193567	-	4035	19
YOL076W_id001	chrXV	186993	190223	+	3231	12
YOL077C_id001	chrXV	185578	186761	-	1184	200
YOL077W-A_id004	chrXV	185388	185887	+	500	293
YOL078W_tx0	chrXV	181657	185337	+	3681	22
YOL080C_id001	chrXV	180285	181471	-	1187	22
YOL081W_tx0	chrXV	171045	180434	+	9390	138
YOL082W_id004	chrXV	168421	170080	+	1660	6
YOL083C-A_id001	chrXV	166266	167006	-	741	0
YOL083W_id006	chrXV	165575	167037	+	1463	15
YOL084W_tx0	chrXV	162331	165456	+	3126	0
YOL085W-A_id001	chrXV	160785	162238	+	1454	8
YOL086C_id003	chrXV	159459	161018	-	1560	5417
YOL086W-A_id003	chrXV	159116	159596	+	481	12
YOL087C_id001	chrXV	155152	158918	-	3767	84
YOL088C_id004	chrXV	153714	154817	-	1104	25
YOL089C_id001	chrXV	150226	153552	-	3327	22
YOL090W_id003	chrXV	147344	150358	+	3015	32
YOL091W_tx0	chrXV	145309	147288	+	1980	2
YOL092W_id004	chrXV	144184	145319	+	1136	178
YOL093W_id002	chrXV	142355	143759	+	1405	43
YOL094C_id004	chrXV	141357	142591	-	1235	33
YOL095C_id001	chrXV	139143	141380	-	2238	11
YOL096C_id002	chrXV	137953	139104	-	1152	18
YOL097C_id002	chrXV	136311	137860	-	1550	226
YOL097W-A_id001	chrXV	135837	136500	+	664	5
YOL098C_id001	chrXV	132462	135931	-	3470	177
YOL100W_tx0	chrXV	129212	132607	+	3396	11
YOL101C_id002	chrXV	126874	127983	-	1110	50
YOL102C_id007	chrXV	125879	126708	-	830	12
YOL103W_id003	chrXV	123794	126022	+	2229	121
YOL104C_tx0	chrXV	116271	117479	-	1209	2
YOL105C_id001	chrXV	114011	116126	-	2116	23
YOL107W_id001	chrXV	112045	113554	+	1510	19
YOL108C_id002	chrXV	111199	111940	-	742	69
YOL109W_id001	chrXV	110176	110792	+	617	200
YOL110W_id005	chrXV	109128	110211	+	1084	61
YOL111C_id005	chrXV	108176	109085	-	910	118
YOL112W_id008	chrXV	106521	108267	+	1747	43
YOL113W_id001	chrXV	104040	106389	+	2350	35
YOL114C_id002	chrXV	103278	104276	-	999	10
YOL115W_id001	chrXV	101405	103355	+	1951	120
YOL116W_id005	chrXV	99678	101254	+	1577	18
YOL117W_tx0	chrXV	97526	99613	+	2088	11
YOL119C_id004	chrXV	94710	96503	-	1794	52
YOL120C_id001	chrXV	93042	94422	-	1381	7444
YOL121C_id002	chrXV	91836	92934	-	1099	266
YOL122C_id001	chrXV	89489	91557	-	2069	39
YOL123W_id003	chrXV	87464	89589	+	2126	220
YOL124C_id008	chrXV	85303	86804	-	1502	43
YOL125W_id001	chrXV	83520	85296	+	1777	66
YOL126C_id004	chrXV	81548	83097	-	1550	68
YOL127W_id002	chrXV	80311	81405	+	1095	1317
YOL128C_id001	chrXV	78199	79843	-	1645	15
YOL129W_id001	chrXV	77505	78298	+	794	393
YOL130W_id006	chrXV	74153	77351	+	3199	44
YOL132W_tx0	chrXV	71275	72840	+	1566	3
YOL133W_id005	chrXV	70241	71059	+	819	38
YOL135C_id002	chrXV	69218	70104	-	887	18
YOL136C_id002	chrXV	67209	69024	-	1816	34
YOL137W_id001	chrXV	65557	67416	+	1860	36
YOL138C_tx0	chrXV	61200	65375	-	4176	36
YOL139C_id001	chrXV	60238	61147	-	910	37
YOL140W_id002	chrXV	57648	60124	+	2477	20
YOL141W_tx0	chrXV	56427	58664	+	2238	0
YOL142W_id001	chrXV	55413	56349	+	937	45
YOL143C_id003	chrXV	54522	55351	-	830	690
YOL144W_id004	chrXV	53037	54613	+	1577	40
YOL145C_tx0	chrXV	49430	52813	-	3384	147
YOL146W_id001	chrXV	48850	49556	+	707	17
YOL147C_id004	chrXV	47735	48675	-	941	51
YOL148C_tx0	chrXV	45635	47599	-	1965	4
YOL149W_tx0	chrXV	44913	45758	+	846	5
YOL151W_id001	chrXV	43671	44868	+	1198	20
YOL152W_tx0	chrXV	40723	42735	+	2013	3
YOL154W_id007	chrXV	34383	35499	+	1117	521
YOL155C_id002	chrXV	28580	31660	-	3081	82
YOL156W_tx0	chrXV	25248	27101	+	1854	0
YOL157C_tx0	chrXV	22400	24319	-	1920	7
YOL158C_id001	chrXV	19090	21654	-	2565	52
YOL159C_id001	chrXV	16719	17814	-	1096	19
YOL159C-A_id003	chrXV	14618	15624	-	1007	16
YOL161C_tx0	chrXV	11424	11936	-	513	0
YOL164W_id001	chrXV	5924	8205	+	2282	7
YOL165C_tx0	chrXV	1522	2103	-	582	0
YOR001W_id003	chrXV	326787	329169	+	2383	81
YOR002W_id002	chrXV	329377	331474	+	2098	162
YOR003W_id001	chrXV	331396	333104	+	1709	25
YOR004W_id001	chrXV	333561	334576	+	1016	59
YOR005C_tx0	chrXV	334384	337368	-	2985	24
YOR006C_id003	chrXV	337503	338688	-	1186	55
YOR007C_id005	chrXV	338685	340057	-	1373	376
YOR008C_id001	chrXV	340960	342711	-	1752	43
YOR009W_tx0	chrXV	344310	345923	+	1614	16
YOR010C_id002	chrXV	346103	347361	-	1259	10
YOR011W_tx0	chrXV	349654	353988	+	4335	30
YOR013W_id001	chrXV	356548	357293	+	746	10
YOR014W_id002	chrXV	357415	360254	+	2840	13
YOR015W_id002	chrXV	357962	360400	+	2439	48
YOR016C_id001	chrXV	359726	361172	-	1447	77
YOR017W_tx0	chrXV	361387	363939	+	2553	73
YOR018W_tx0	chrXV	364344	367007	+	2664	20
YOR019W_tx0	chrXV	368102	370444	+	2343	20
YOR020C_id005	chrXV	369619	370882	-	1264	223
YOR020W-A_id004	chrXV	371364	372136	+	773	66
YOR021C_id001	chrXV	372666	374798	-	2133	219
YOR023C_id001	chrXV	375960	377882	-	1923	28
YOR025W_id002	chrXV	378143	379712	+	1570	26
YOR026W_id005	chrXV	379756	381008	+	1253	14
YOR027W_id001	chrXV	381018	383213	+	2196	280
YOR028C_id001	chrXV	383208	384695	-	1488	10
YOR030W_id001	chrXV	386749	389555	+	2807	41
YOR032C_tx0	chrXV	389646	391100	-	1455	3
YOR032W-A_id002	chrXV	390838	392534	+	1697	6
YOR033C_id003	chrXV	392319	394652	-	2334	30
YOR034C_id001	chrXV	394732	397324	-	2593	38
YOR034C-A_id003	chrXV	397106	398174	-	1069	16
YOR035C_tx0	chrXV	397610	400129	-	2520	1
YOR036W_id001	chrXV	400291	401283	+	993	74
YOR037W_id001	chrXV	401480	402818	+	1339	15
YOR038C_id002	chrXV	402654	405439	-	2786	38
YOR039W_id004	chrXV	405609	406875	+	1267	87
YOR040W_id010	chrXV	407064	407964	+	901	8
YOR041C_id001	chrXV	407924	410009	-	2086	32
YOR042W_id001	chrXV	408314	409860	+	1547	55
YOR043W_id001	chrXV	410158	412486	+	2329	207
YOR044W_id002	chrXV	412708	413700	+	993	21
YOR045W_id001	chrXV	413804	414497	+	694	405
YOR046C_id001	chrXV	414114	415927	-	1814	146
YOR047C_id001	chrXV	416183	418270	-	2088	40
YOR048C_id003	chrXV	418399	421674	-	3276	164
YOR049C_id005	chrXV	422450	423917	-	1468	1
YOR050C_id001	chrXV	424001	425997	-	1997	0
YOR051C_id001	chrXV	424667	426291	-	1625	48
YOR052C_id002	chrXV	426497	427437	-	941	73
YOR054C_id002	chrXV	427749	430008	-	2260	37
YOR056C_id001	chrXV	430196	431751	-	1556	118
YOR057W_id006	chrXV	432106	433454	+	1349	61
YOR058C_id002	chrXV	433427	436480	-	3054	38
YOR059C_id007	chrXV	438851	440291	-	1441	45
YOR060C_id002	chrXV	439341	441190	-	1850	9
YOR061W_id001	chrXV	441371	442803	+	1433	100
YOR062C_id001	chrXV	442648	444209	-	1562	18
YOR063W_id001	chrXV	444105	445967	+	1863	6052
YOR064C_id006	chrXV	445965	446796	-	832	24
YOR065W_id002	chrXV	447084	448898	+	1815	117
YOR066W_id002	chrXV	449420	451599	+	2180	32
YOR067C_id001	chrXV	451644	453567	-	1924	133
YOR068C_tx0	chrXV	453744	454238	-	495	1
YOR069W_id001	chrXV	453693	455987	+	2295	70
YOR070C_id004	chrXV	455779	457965	-	2187	12
YOR071C_id004	chrXV	459253	461401	-	2149	16
YOR073W_id001	chrXV	464694	466662	+	1969	33
YOR074C_id001	chrXV	466569	467988	-	1420	14
YOR075W_id003	chrXV	468166	469310	+	1145	28
YOR076C_id002	chrXV	469294	471633	-	2340	21
YOR077W_id001	chrXV	471861	473160	+	1300	0
YOR078W_id001	chrXV	471904	473408	+	1505	15
YOR079C_id002	chrXV	473399	474661	-	1263	50
YOR080W_id001	chrXV	474586	477179	+	2594	33
YOR081C_id003	chrXV	476812	479236	-	2425	19
YOR083W_id005	chrXV	479498	481261	+	1764	0
YOR084W_id001	chrXV	479665	481819	+	2155	25
YOR085W_id004	chrXV	481918	483192	+	1275	25
YOR086C_id002	chrXV	483107	486956	-	3850	248
YOR087W_id003	chrXV	487626	489857	+	2232	24
YOR089C_id002	chrXV	489995	491539	-	1545	83
YOR090C_id001	chrXV	491040	493149	-	2110	3
YOR091W_id002	chrXV	493366	494928	+	1563	46
YOR092W_id002	chrXV	494889	497170	+	2282	81
YOR094W_id002	chrXV	502697	503714	+	1018	36
YOR095C_id006	chrXV	502896	504398	-	1503	91
YOR096W_id002	chrXV	505026	506857	+	1832	987
YOR097C_id002	chrXV	506726	507621	-	896	44
YOR098C_id002	chrXV	507826	511230	-	3405	242
YOR099W_id004	chrXV	511620	513101	+	1482	117
YOR100C_id003	chrXV	513036	514427	-	1392	16
YOR101W_id002	chrXV	515162	516490	+	1329	84
YOR103C_id001	chrXV	516358	517444	-	1087	210
YOR104W_tx0	chrXV	517617	518615	+	999	0
YOR105W_id001	chrXV	517692	518984	+	1293	16
YOR106W_id002	chrXV	519027	520081	+	1055	44
YOR107W_id002	chrXV	521062	522623	+	1562	35
YOR108W_id001	chrXV	522926	525028	+	2103	270
YOR109W_tx0	chrXV	525253	528726	+	3474	53
YOR110W_id001	chrXV	528864	530380	+	1517	34
YOR111W_id004	chrXV	530389	531451	+	1063	21
YOR112W_id001	chrXV	531432	533860	+	2429	59
YOR113W_tx0	chrXV	534050	536944	+	2895	4
YOR114W_id005	chrXV	537342	538674	+	1333	12
YOR115C_id002	chrXV	538392	539531	-	1140	48
YOR116C_id001	chrXV	539665	544379	-	4715	113
YOR117W_id002	chrXV	544953	546540	+	1588	188
YOR118W_id001	chrXV	546651	548748	+	2098	78
YOR119C_id008	chrXV	547765	550291	-	2527	49
YOR120W_id001	chrXV	550487	552238	+	1752	66
YOR122C_id001	chrXV	551932	552904	-	973	981
YOR123C_id003	chrXV	553114	554669	-	1556	128
YOR124C_id001	chrXV	554747	558765	-	4019	124
YOR125C_id003	chrXV	558781	559780	-	1000	42
YOR126C_id001	chrXV	559876	560953	-	1078	26
YOR127W_id001	chrXV	560907	564352	+	3446	114
YOR128C_id006	chrXV	564399	566226	-	1828	190
YOR129C_id001	chrXV	566655	569636	-	2982	22
YOR130C_id002	chrXV	569601	570830	-	1230	33
YOR131C_id010	chrXV	572090	572940	-	851	57
YOR132W_id006	chrXV	573095	574945	+	1851	59
YOR133W_id002	chrXV	575023	577863	+	2841	1467
YOR134W_tx0	chrXV	578539	579918	+	1380	5
YOR136W_id005	chrXV	580132	581669	+	1538	81
YOR137C_tx0	chrXV	581688	583706	-	2019	19
YOR138C_id002	chrXV	584237	586403	-	2167	39
YOR140W_id001	chrXV	586624	589750	+	3127	32
YOR141C_id002	chrXV	589641	592616	-	2976	61
YOR142W_id001	chrXV	592838	594330	+	1493	150
YOR143C_id004	chrXV	601015	602416	-	1402	34
YOR144C_tx0	chrXV	602592	605117	-	2526	13
YOR145C_id003	chrXV	605159	606205	-	1047	92
YOR146W_id001	chrXV	605793	606441	+	649	0
YOR147W_id003	chrXV	606570	608663	+	2094	42
YOR148C_id002	chrXV	608461	609238	-	778	53
YOR149C_id001	chrXV	609406	611449	-	2044	23
YOR150W_id007	chrXV	611946	612602	+	657	25
YOR151C_id001	chrXV	612651	616960	-	4310	254
YOR152C_id005	chrXV	617357	618886	-	1530	4
YOR153W_tx0	chrXV	619815	624500	+	4686	88
YOR154W_id002	chrXV	624682	626651	+	1970	14
YOR155C_id015	chrXV	626542	628001	-	1460	48
YOR156C_id001	chrXV	628105	630711	-	2607	31
YOR157C_id002	chrXV	630747	631813	-	1067	160
YOR158W_id002	chrXV	632093	633274	+	1182	13
YOR159C_id002	chrXV	632538	633637	-	1100	49
YOR160W_id001	chrXV	633740	636852	+	3113	94
YOR161C_id001	chrXV	636820	638695	-	1876	39
YOR162C_tx0	chrXV	639435	642017	-	2583	13
YOR163W_id002	chrXV	642402	643380	+	979	28
YOR164C_id002	chrXV	643123	644382	-	1260	264
YOR165W_id002	chrXV	644533	647157	+	2625	107
YOR166C_id006	chrXV	646953	648557	-	1605	3
YOR167C_id002	chrXV	648577	649019	-	443	5110
YOR168W_id003	chrXV	649261	651849	+	2589	210
YOR171C_id004	chrXV	651792	653955	-	2164	39
YOR172W_id001	chrXV	654150	656772	+	2623	34
YOR173W_id005	chrXV	657208	658479	+	1272	75
YOR174W_id002	chrXV	658459	659636	+	1178	36
YOR175C_id001	chrXV	659653	662143	-	2491	144
YOR176W_id002	chrXV	662290	663756	+	1467	125
YOR177C_tx0	chrXV	665660	667204	-	1545	1
YOR178C_tx0	chrXV	667735	670266	-	2532	1
YOR179C_id001	chrXV	671369	672459	-	1091	20
YOR180C_id003	chrXV	674095	675668	-	1574	13
YOR181W_id001	chrXV	675874	677970	+	2097	68
YOR182C_id002	chrXV	678125	679173	-	1049	1975
YOR184W_id003	chrXV	679235	680681	+	1447	271
YOR185C_id004	chrXV	681271	682170	-	900	28
YOR186C-A_id001	chrXV	682976	683661	-	686	0
YOR186W_id001	chrXV	682430	683654	+	1225	2
YOR187W_id002	chrXV	683914	685563	+	1650	188
YOR188W_id002	chrXV	685671	689310	+	3640	18
YOR189W_id001	chrXV	689611	690848	+	1238	35
YOR190W_id001	chrXV	690332	692299	+	1968	4
YOR191W_tx0	chrXV	692450	697459	+	5010	60
YOR192C_tx0	chrXV	698643	700592	-	1950	2
YOR193W_id002	chrXV	710377	711690	+	1314	12
YOR194C_id001	chrXV	711310	712620	-	1311	64
YOR195W_id004	chrXV	712796	715555	+	2760	24
YOR196C_id001	chrXV	715193	716861	-	1669	62
YOR197W_id004	chrXV	717070	718573	+	1504	142
YOR198C_id005	chrXV	718427	720298	-	1872	353
YOR201C_id001	chrXV	720344	721771	-	1428	41
YOR202W_id002	chrXV	721923	722808	+	886	128
YOR204W_id001	chrXV	722892	725507	+	2616	888
YOR205C_id001	chrXV	725484	727724	-	2241	16
YOR206W_id001	chrXV	727474	729731	+	2258	264
YOR207C_id009	chrXV	729879	733522	-	3644	100
YOR208W_tx0	chrXV	733900	736302	+	2403	27
YOR209C_id004	chrXV	736219	737877	-	1659	190
YOR210W_id001	chrXV	738098	738847	+	750	95
YOR211C_id001	chrXV	738800	741776	-	2977	45
YOR212W_id002	chrXV	742687	744329	+	1643	103
YOR213C_id003	chrXV	744165	745399	-	1235	37
YOR214C_tx0	chrXV	745468	746328	-	861	0
YOR215C_id004	chrXV	746329	747312	-	984	96
YOR216C_id002	chrXV	747366	749039	-	1674	29
YOR217W_id001	chrXV	749209	752291	+	3083	82
YOR219C_tx0	chrXV	752089	755034	-	2946	14
YOR220W_id004	chrXV	754933	756290	+	1358	47
YOR221C_id001	chrXV	756268	757677	-	1410	18
YOR222W_id002	chrXV	757821	759287	+	1467	437
YOR223W_id001	chrXV	759646	760861	+	1216	28
YOR224C_id001	chrXV	759751	761301	-	1551	213
YOR226C_id002	chrXV	761457	762386	-	930	13
YOR227W_tx0	chrXV	762800	766690	+	3891	54
YOR228C_id002	chrXV	766633	768049	-	1417	40
YOR229W_id001	chrXV	768321	770085	+	1765	30
YOR230W_id005	chrXV	770652	772302	+	1651	191
YOR231W_id001	chrXV	772426	774375	+	1950	50
YOR232W_id001	chrXV	774510	775586	+	1077	245
YOR233W_id002	chrXV	775668	778315	+	2648	42
YOR234C_id001	chrXV	778229	779426	-	1198	220
YOR236W_id002	chrXV	780900	782010	+	1111	44
YOR237W_tx0	chrXV	781969	783423	+	1455	2
YOR238W_id001	chrXV	783648	784829	+	1182	20
YOR239W_id003	chrXV	784794	786973	+	2180	307
YOR241W_tx0	chrXV	786970	788766	+	1797	105
YOR242C_tx0	chrXV	788617	789882	-	1266	0
YOR243C_id002	chrXV	789838	792258	-	2421	237
YOR244W_id002	chrXV	792473	794043	+	1571	16
YOR245C_id002	chrXV	793908	795560	-	1653	48
YOR246C_id002	chrXV	795638	796859	-	1222	79
YOR247W_tx0	chrXV	797651	798433	+	783	41
YOR248W_id001	chrXV	797690	798529	+	840	111
YOR249C_id002	chrXV	798611	800775	-	2165	10
YOR250C_id001	chrXV	800846	802351	-	1506	31
YOR251C_id001	chrXV	802456	803687	-	1232	157
YOR252W_id001	chrXV	803635	804366	+	732	89
YOR253W_id001	chrXV	804345	805103	+	759	20
YOR254C_id001	chrXV	804906	807067	-	2162	214
YOR255W_tx0	chrXV	807246	808232	+	987	0
YOR256C_id001	chrXV	808185	810855	-	2671	46
YOR257W_id001	chrXV	810793	811553	+	761	74
YOR258W_id001	chrXV	811653	813393	+	1741	12
YOR259C_id002	chrXV	812165	813757	-	1593	81
YOR260W_id001	chrXV	813924	815938	+	2015	145
YOR261C_id001	chrXV	815693	817024	-	1332	252
YOR262W_id003	chrXV	817224	818447	+	1224	160
YOR264W_id002	chrXV	818661	820334	+	1674	20
YOR265W_id001	chrXV	820383	821026	+	644	77
YOR266W_id002	chrXV	820919	822369	+	1451	20
YOR267C_id008	chrXV	822408	825046	-	2639	138
YOR269W_id001	chrXV	826274	828046	+	1773	30
YOR270C_id001	chrXV	827893	830756	-	2864	547
YOR271C_id004	chrXV	830916	832159	-	1244	47
YOR272W_id001	chrXV	832758	834426	+	1669	57
YOR273C_id001	chrXV	834317	836632	-	2316	43
YOR274W_id004	chrXV	837665	839243	+	1579	40
YOR275C_id003	chrXV	838844	841077	-	2234	33
YOR276W_id001	chrXV	841240	841972	+	733	219
YOR278W_id002	chrXV	842644	843812	+	1169	32
YOR279C_id003	chrXV	843571	844753	-	1183	14
YOR280C_id004	chrXV	844869	845849	-	981	30
YOR281C_id004	chrXV	846170	847215	-	1046	112
YOR283W_id002	chrXV	847287	848321	+	1035	123
YOR284W_id001	chrXV	848431	849584	+	1154	9
YOR285W_id002	chrXV	849615	850250	+	636	308
YOR286W_id001	chrXV	850244	850979	+	736	134
YOR287C_id001	chrXV	850864	851925	-	1062	19
YOR288C_id001	chrXV	852030	854066	-	2037	21
YOR289W_id004	chrXV	853326	854193	+	868	5
YOR290C_tx0	chrXV	855022	860283	-	5262	114
YOR291W_id001	chrXV	861034	865705	+	4672	27
YOR292C_id003	chrXV	865575	866638	-	1064	32
YOR293C-A_id001	chrXV	867879	868218	-	340	0
YOR293W_id002	chrXV	867071	868196	+	1126	2710
YOR294W_id003	chrXV	868247	869112	+	866	134
YOR295W_id002	chrXV	869131	870125	+	995	14
YOR297C_id001	chrXV	874265	875347	-	1083	25
YOR298C-A_id004	chrXV	876605	877729	-	1125	115
YOR298W_tx0	chrXV	875574	877163	+	1590	2
YOR299W_id003	chrXV	878295	880734	+	2440	43
YOR301W_id003	chrXV	880955	882727	+	1773	0
YOR302W_id001	chrXV	881226	882856	+	1631	0
YOR303W_id002	chrXV	882767	884212	+	1446	99
YOR304C-A_id002	chrXV	887865	888786	-	922	26
YOR304W_id001	chrXV	884472	887958	+	3487	60
YOR305W_id002	chrXV	888959	891492	+	2534	43
